"scenario_id","model_key","mcmc_case_id","model_id","source_model_id","display_label","posterior_score_mean","posterior_score_q025","posterior_score_q975","canonical_action_dgp_integrated_acrps","selected_candidate_id","article_seed","phase181_posterior_score_mean","phase181_posterior_score_q025","phase181_posterior_score_q975","phase181_canonical_action_dgp_integrated_acrps","phase181_claim_status","phase181_source_action","phase181_source_phase","comparability_label","comparability_reason","jerez_minus_phase181_mean","score_contract_version"
"laplace_bridge","exqdesn_rhs_independent_vb","laplace_bridge__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.334857932651427,0.325736316107426,0.352415158162094,0.324245285917272,"laplace_bridge__ridge_079",202607202,0.323118854220114,0.32059672380963,0.328177441894328,0.319866809285615,"descriptive_review","rerun_phase179_final_control","phase179","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.011739078431313,"joint_qdesn_corrected_article_score_packet_v4"
"laplace_bridge","joint_exqdesn_rhs_vb","laplace_bridge__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.333457052731284,0.324633878251115,0.352479037082664,0.326026541615947,"laplace_bridge__ridge_079",202607202,0.322037318840475,0.320134446811195,0.325421645185452,0.320206224044576,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.011419733890809,"joint_qdesn_corrected_article_score_packet_v4"
"nonlinear_reservoir_friendly","qdesn_rhs_independent_vb","nonlinear_reservoir_friendly__qdesn_rhs_independent","qdesn_rhs_independent_mcmc","qdesn_rhs_independent_vb","Independent QDESN, AL, RHS",0.43174110399172,0.427089926261526,0.438361203149934,0.426594463969878,"nonlinear_reservoir_friendly__ridge_089",202607209,0.428456530963533,0.425391239694707,0.432341094772905,0.425446739494555,"descriptive_hard_gates_pass","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.00328457302818702,"joint_qdesn_corrected_article_score_packet_v4"
"nonlinear_reservoir_friendly","joint_qdesn_rhs_vb","nonlinear_reservoir_friendly__joint_qdesn_rhs","joint_qdesn_rhs_mcmc","joint_qdesn_rhs_vb","Joint QDESN, AL, RHS",0.474342634028221,0.438619018325252,0.519190734696009,0.466380611809689,"nonlinear_reservoir_friendly__ridge_089",202607209,0.427281355156127,0.424681131860797,0.430525625342171,0.425172383850454,"descriptive_hard_gates_pass","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.047061278872094,"joint_qdesn_corrected_article_score_packet_v4"
"nonlinear_reservoir_friendly","exqdesn_rhs_independent_vb","nonlinear_reservoir_friendly__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.429598491825057,0.425301267329614,0.436211658038224,0.424837218291206,"nonlinear_reservoir_friendly__ridge_089",202607209,0.430238999184445,0.426208888436799,0.435586780651562,0.426426166103889,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",-0.000640507359388032,"joint_qdesn_corrected_article_score_packet_v4"
"nonlinear_reservoir_friendly","joint_exqdesn_rhs_vb","nonlinear_reservoir_friendly__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.445741635412227,0.431125436911364,0.471193530912452,0.440296383172394,"nonlinear_reservoir_friendly__ridge_089",202607209,0.429313242968698,0.425765269687944,0.434221505413579,0.426929976849092,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.016428392443529,"joint_qdesn_corrected_article_score_packet_v4"
"normal_bridge","qdesn_rhs_independent_vb","normal_bridge__qdesn_rhs_independent","qdesn_rhs_independent_mcmc","qdesn_rhs_independent_vb","Independent QDESN, AL, RHS",0.348755556588886,0.322096775535472,0.390293479942587,0.339946552847928,"normal_bridge__ridge_071",202607201,0.310849754044041,0.308441277714184,0.314400234767945,0.308621181841308,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.037905802544845,"joint_qdesn_corrected_article_score_packet_v4"
"normal_bridge","joint_qdesn_rhs_vb","normal_bridge__joint_qdesn_rhs","joint_qdesn_rhs_mcmc","joint_qdesn_rhs_vb","Joint QDESN, AL, RHS",0.35392744529841,0.324282321416992,0.40275144181728,0.344875445438306,"normal_bridge__ridge_071",202607201,0.310095568091147,0.307950376706533,0.313476285009436,0.308334434151693,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.043831877207263,"joint_qdesn_corrected_article_score_packet_v4"
"normal_bridge","exqdesn_rhs_independent_vb","normal_bridge__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.332264249718501,0.314608554965037,0.364618033653925,0.323323428309361,"normal_bridge__ridge_071",202607201,0.311988992226769,0.308700202293495,0.317301314282896,0.308946586631321,"descriptive_review","rerun_phase179_final_control","phase179","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.020275257491732,"joint_qdesn_corrected_article_score_packet_v4"
"normal_bridge","joint_exqdesn_rhs_vb","normal_bridge__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.333052396206487,0.311558427100545,0.385102101871501,0.326785434720383,"normal_bridge__ridge_071",202607201,0.311861004505202,0.3084117069264,0.317901350592624,0.309567699148495,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.021191391701285,"joint_qdesn_corrected_article_score_packet_v4"
"persistent_heavy_tail","qdesn_rhs_independent_vb","persistent_heavy_tail__qdesn_rhs_independent","qdesn_rhs_independent_mcmc","qdesn_rhs_independent_vb","Independent QDESN, AL, RHS",0.374339010134945,0.364912183133809,0.392747698013754,0.362158127980956,"persistent_heavy_tail__ridge_150",202607207,0.363558707186034,0.360729190453782,0.367473815663084,0.361033448846285,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.010780302948911,"joint_qdesn_corrected_article_score_packet_v4"
"persistent_heavy_tail","joint_qdesn_rhs_vb","persistent_heavy_tail__joint_qdesn_rhs","joint_qdesn_rhs_mcmc","joint_qdesn_rhs_vb","Joint QDESN, AL, RHS",0.383734621534813,0.363597182798646,0.450727166135066,0.369275568350323,"persistent_heavy_tail__ridge_150",202607207,0.364425109647277,0.36136351388518,0.368485705580954,0.362748957402307,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.019309511887536,"joint_qdesn_corrected_article_score_packet_v4"
"persistent_heavy_tail","exqdesn_rhs_independent_vb","persistent_heavy_tail__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.370666556577756,0.36217551605926,0.387759344743433,0.359743800806853,"persistent_heavy_tail__ridge_150",202607207,0.362918110418068,0.360051626302755,0.36772673386902,0.360022440398076,"descriptive_review","rerun_phase179_final_control","phase179","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.007748446159688,"joint_qdesn_corrected_article_score_packet_v4"
"persistent_heavy_tail","joint_exqdesn_rhs_vb","persistent_heavy_tail__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.386690679533098,0.363858687290282,0.448512454533026,0.366821365803806,"persistent_heavy_tail__ridge_150",202607207,0.364307941635654,0.360816959738861,0.369757536175995,0.362248283819629,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.022382737897444,"joint_qdesn_corrected_article_score_packet_v4"
"regime_shift","qdesn_rhs_independent_vb","regime_shift__qdesn_rhs_independent","qdesn_rhs_independent_mcmc","qdesn_rhs_independent_vb","Independent QDESN, AL, RHS",0.431109199863473,0.426173642084136,0.44298098825548,0.426885720456057,"regime_shift__authority_frozen_base_fixture",202607208,0.431083091504623,0.426332686390603,0.441652286587046,0.427110425477525,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",2.61083588500299e-05,"joint_qdesn_corrected_article_score_packet_v4"
"regime_shift","joint_qdesn_rhs_vb","regime_shift__joint_qdesn_rhs","joint_qdesn_rhs_mcmc","joint_qdesn_rhs_vb","Joint QDESN, AL, RHS",0.434946837824751,0.425632576933959,0.457033669476765,0.431405790039395,"regime_shift__authority_frozen_base_fixture",202607208,0.436914516942461,0.426441631357576,0.458659321857868,0.433315179484623,"descriptive_hard_gates_pass","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",-0.00196767911770995,"joint_qdesn_corrected_article_score_packet_v4"
"regime_shift","exqdesn_rhs_independent_vb","regime_shift__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.431023345979665,0.426298661202605,0.441524073200859,0.42639978672956,"regime_shift__authority_frozen_base_fixture",202607208,0.431461958088566,0.42639202304072,0.442593940013793,0.426664487558861,"descriptive_review","rerun_phase179_final_control","phase179","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",-0.000438612108901004,"joint_qdesn_corrected_article_score_packet_v4"
"regime_shift","joint_exqdesn_rhs_vb","regime_shift__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.439767558384526,0.426640485521006,0.465437102759827,0.436045091540083,"regime_shift__authority_frozen_base_fixture",202607208,0.43940908015761,0.426935239139546,0.463938351685912,0.435669062943379,"descriptive_review","rerun_phase179_final_control","phase179","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.000358478226916037,"joint_qdesn_corrected_article_score_packet_v4"
"student_t_location_scale","qdesn_rhs_independent_vb","student_t_location_scale__qdesn_rhs_independent","qdesn_rhs_independent_mcmc","qdesn_rhs_independent_vb","Independent QDESN, AL, RHS",0.360326229763058,0.345108496966358,0.388648008872436,0.345006410948392,"student_t_location_scale__ridge_128",202607204,0.336798056828395,0.334889903140326,0.33980485160061,0.334497530527167,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.023528172934663,"joint_qdesn_corrected_article_score_packet_v4"
"student_t_location_scale","joint_qdesn_rhs_vb","student_t_location_scale__joint_qdesn_rhs","joint_qdesn_rhs_mcmc","joint_qdesn_rhs_vb","Joint QDESN, AL, RHS",0.379546250712771,0.342465184063221,0.496384284558004,0.360105956373571,"student_t_location_scale__ridge_128",202607204,0.336185778248707,0.334308438154886,0.339516818184849,0.334416557785495,"descriptive_review","rerun_retained_draws","phase154_controls_phase180_rerun","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.043360472464064,"joint_qdesn_corrected_article_score_packet_v4"
"student_t_location_scale","exqdesn_rhs_independent_vb","student_t_location_scale__exqdesn_rhs_independent","exqdesn_rhs_independent_mcmc","exqdesn_rhs_independent_vb","Independent exQDESN, exAL, RHS",0.35209702010494,0.340811717757036,0.374741980834918,0.336649151384741,"student_t_location_scale__ridge_128",202607204,0.337153672423912,0.334800831650966,0.341335210605844,0.334202528987623,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.014943347681028,"joint_qdesn_corrected_article_score_packet_v4"
"student_t_location_scale","joint_exqdesn_rhs_vb","student_t_location_scale__joint_exqdesn_rhs","joint_exqdesn_rhs_mcmc","joint_exqdesn_rhs_vb","Joint exQDESN, exAL, RHS",0.369535961662753,0.340500316445495,0.460726544586906,0.351721818086002,"student_t_location_scale__ridge_128",202607204,0.337734206102995,0.334647201946397,0.344079747083795,0.335534743111328,"descriptive_review","reuse_phase172_verified_draws","phase172","descriptively_comparable","scenario, model family, seven-level tau grid, score definition, and posterior action align; Jerez uses separately selected shared-backbone controls and score_local rows; tracked Phase181 tables do not carry article_seed/forecast-row hashes, so this lane does not supersede article authority",0.031801755559758,"joint_qdesn_corrected_article_score_packet_v4"
